1683	490
1684	491
1685	492
1689	493
1690	494
1691	495
1692	496
1694	497
1696	498
1697	499
1703	500
1704	501
1706	502
1370	503
1708	504
1709	505
1713	506
1714	507
1720	508
1721	509
1723	510
1724	511
1725	512
1726	513
1727	514
1733	515
1734	516
1735	517
1737	518
1738	519
1739	520
1740	521
1741	522
1742	523
496	524
1748	525
867	526
1752	527
1755	528
141	529
139	530
143	531
1756	532
1757	533
1758	534
612	535
1759	536
501	537
1760	538
1761	539
1762	540
1763	541
491	542
1764	543
1765	544
1766	545
486	546
484	547
1772	548
529	549
1773	550
1774	551
1775	552
1776	553
516	554
117	555
1777	556
36	557
513	558
171	559
172	560
613	561
173	562
1778	563
485	564
538	565
483	566
1780	567
1781	568
1782	569
1783	570
520	571
1371	572
1784	573
1785	574
1786	575
1787	576
492	577
1788	578
503	579
1789	580
493	581
1791	582
605	583
1792	584
1793	585
518	586
1794	587
1795	588
24	589
1796	590
998	591
1797	592
511	593
1798	594
482	595
1799	596
631	597
868	598
1801	599
490	600
1802	601
1803	602
1804	603
1805	604
531	605
1806	606
1807	607
489	608
504	609
1809	610
1810	611
972	612
761	613
1811	614
1812	615
1813	616
1814	617
1816	618
1817	619
1818	620
659	621
1819	622
1821	623
1822	624
1823	625
1824	626
1825	627
1826	628
1827	629
1828	630
1829	631
1830	632
188	633
1831	634
1832	635
1833	636
1834	637
1835	638
1836	639
1837	640
1838	641
1840	642
1841	643
1844	644
1845	645
1846	646
1847	647
1850	648
1851	649
1852	650
1853	651
1028	652
1855	653
1856	654
1857	655
1858	656
1859	657
1860	658
1861	659
1862	660
1863	661
1865	662
1866	663
1869	664
1870	665
1872	666
1873	667
1874	668
1875	669
1878	670
1879	671
1880	672
1881	673
1882	674
1883	675
1884	676
1885	677
1887	678
1888	679
1890	680
1891	681
1060	682
1894	683
1895	684
1896	685
1897	686
1898	687
1899	688
1900	689
1901	690
1902	691
1903	692
1904	693
1905	694
1906	695
1907	696
1908	697
1909	698
1910	699
1911	700
1912	701
1913	702
1914	703
1915	704
1916	705
1917	706
131	707
130	708
1918	709
1920	710
1921	711
1923	712
1924	713
1925	714
1926	715
1927	716
1928	717
498	718
1929	719
1930	720
15	721
1931	722
1933	723
1934	724
1935	725
1936	726
1937	727
1938	728
1939	729
1940	730
1941	731
1942	732
1943	733
1944	734
1945	735
1946	736
1947	737
1948	738
134	739
185	740
1090	741
1950	742
1953	743
1954	744
1955	745
1957	746
1958	747
757	748
1959	749
1960	750
1961	751
1962	752
1963	753
1964	754
1965	755
1058	756
614	757
1967	758
1968	759
1056	760
1969	761
1970	762
1061	763
1971	764
1064	765
1974	766
1975	767
1065	768
992	769
157	770
1075	771
541	772
1078	773
1979	774
1980	775
1015	776
1981	777
1983	778
615	779
1077	780
1984	781
1985	782
1091	783
1988	784
1989	785
1990	786
1085	787
1991	788
1992	789
1095	790
1100	791
1997	792
1998	793
1999	794
1107	795
2000	796
2001	797
2002	798
2046	799
1182	800
635	801
2047	802
2048	803
2049	804
2050	805
2051	806
582	807
806	808
2052	809
2053	810
2054	811
824	812
1188	813
18	814
551	815
887	816
2055	817
640	818
2056	819
2057	820
2058	821
95	822
2059	823
2060	824
1262	825
2061	826
2062	827
2063	828
2064	829
2065	830
2068	831
2069	832
2070	833
494	834
2071	835
2075	836
2076	837
2077	838
495	839
2078	840
2080	841
1769	842
703	843
502	844
2082	845
2	846
534	847
1770	848
2083	849
487	850
150	851
2085	852
1053	853
1000	854
548	855
903	856
562	857
121	858
2138	859
2139	860
441	861
2143	862
1234	863
2035	864
2113	865
2145	866
2146	867
2147	868
2148	869
1626	870
1698	871
2157	872
1674	873
2161	874
2165	875
2166	876
2167	877
2168	878
2169	879
2170	880
2171	881
2172	882
2173	883
2174	884
2175	885
2176	886
2177	887
2185	888
2186	889
1110	890
2187	891
2188	892
1650	893
162	894
383	895
1007	896
670	897
2267	898
2269	899
2270	900
939	901
2276	902
2277	903
1096	904
2285	905
2286	906
2288	907
2289	908
2290	909
1396	910
2181	911
2314	912
2315	913
2036	914
2321	915
2322	916
2327	917
2333	918
1301	919
1548	920
1439	921
2335	922
2336	923
96	924
0	925
694	926
2337	927
1350	928
2339	929
2340	930
2341	931
738	932
707	933
2342	934
2343	935
1148	936
2351	937
2352	938
2353	939
2354	940
2355	941
1337	942
2356	943
2357	944
2358	945
2359	946
2361	947
2362	948
2369	949
1854	950
2370	951
2371	952
2372	953
3091	954
973	955
3093	956
3097	957
3098	958
3099	959
3100	960
3101	961
3102	962
3103	963
579	964
3115	965
3116	966
3117	967
3118	968
3119	969
3121	970
3122	971
3125	972
3126	973
3130	974
3131	975
3133	976
3134	977
3138	978
3139	979
3141	980
3142	981
3143	982
3148	983
3150	984
145	985
3157	986
3158	987
3160	988
3161	989
3162	990
1094	991
3163	992
380	993
3166	994
3167	995
3174	996
3179	997
3180	998
3181	999
3183	1000
3184	1001
3193	1002
3194	1003
3198	1004
3199	1005
3202	1006
3209	1007
3210	1008
3211	1009
3212	1010
3213	1011
3214	1012
3216	1013
713	1014
3222	1015
3223	1016
3229	1017
3237	1018
3241	1019
999	1020
3266	1021
3267	1022
524	1023
2247	1024
3273	1025
3274	1026
3275	1027
3276	1028
3281	1029
3282	1030
3286	1031
3290	1032
3291	1033
3297	1034
3300	1035
1892	1036
3314	1037
3316	1038
1084	1039
3317	1040
3325	1041
3341	1042
3342	1043
2154	1044
3345	1045
3351	1046
1767	1047
1175	1048
3370	1049
3371	1050
3372	1051
3375	1052
3376	1053
3377	1054
3378	1055
3379	1056
3380	1057
2128	1058
3381	1059
3382	1060
3383	1061
3384	1062
3395	1063
3396	1064
2253	1065
3410	1066
3411	1067
3412	1068
3413	1069
3414	1070
3415	1071
3416	1072
3418	1073
3419	1074
3420	1075
3426	1076
3427	1077
3428	1078
3429	1079
3430	1080
3431	1081
3432	1082
3433	1083
1751	1084
1753	1085
3437	1086
3438	1087
3439	1088
3441	1089
3442	1090
724	1091
3445	1092
3452	1093
3453	1094
1711	1095
3454	1096
3455	1097
3456	1098
1669	1099
3459	1100
3461	1101
535	1102
3463	1103
3464	1104
1167	1105
3468	1106
3469	1107
2156	1108
3470	1109
3474	1110
3475	1111
3503	1112
3504	1113
3513	1114
3515	1115
3524	1116
3525	1117
3531	1118
3532	1119
3558	1120
3559	1121
923	1122
313	1123
894	1124
184	1125
3560	1126
3561	1127
3562	1128
309	1129
1254	1130
3570	1131
3572	1132
3335	1133
1041	1134
3578	1135
904	1136
323	1137
19	1138
3231	1139
3583	1140
3584	1141
1712	1142
1047	1143
3588	1144
3589	1145
3590	1146
3594	1147
1159	1148
2073	1149
3595	1150
1747	1151
3601	1152
506	1153
3610	1154
3611	1155
3613	1156
3614	1157
3617	1158
3618	1159
1052	1160
3621	1161
3622	1162
577	1163
4366	1164
4367	1165
4369	1166
4370	1167
578	1168
989	1169
4371	1170
3727	1171
2726	1172
863	1173
671	1174
692	1175
3071	1176
4381	1177
4102	1178
3779	1179
1168	1180
994	1181
875	1182
1448	1183
4383	1184
576	1185
4387	1186
4389	1187
4391	1188
136	1189
4392	1190
351	1191
4393	1192
4394	1193
3301	1194
378	1195
723	1196
592	1197
4395	1198
4396	1199
3254	1200
1001	1201
4401	1202
588	1203
4402	1204
4403	1205
4405	1206
4406	1207
2250	1208
719	1209
1437	1210
1588	1211
3331	1212
933	1213
2349	1214
4412	1215
962	1216
4413	1217
4415	1218
4416	1219
4417	1220
4418	1221
4419	1222
2090	1223
4420	1224
4422	1225
4423	1226
4424	1227
627	1228
4426	1229
2257	1230
4427	1231
1717	1232
4428	1233
1030	1234
3512	1235
1700	1236
2480	1237
682	1238
4429	1239
4430	1240
1722	1241
702	1242
2373	1243
3255	1244
4434	1245
4435	1246
3394	1247
4436	1248
4438	1249
1732	1250
2163	1251
4439	1252
607	1253
4443	1254
900	1255
1424	1256
876	1257
169	1258
4445	1259
1221	1260
1223	1261
945	1262
3070	1263
747	1264
781	1265
762	1266
736	1267
1199	1268
737	1269
2425	1270
33	1271
1203	1272
3	1273
543	1274
1213	1275
2400	1276
572	1277
4467	1278
4468	1279
681	1280
2404	1281
3207	1282
97	1283
4485	1284
4486	1285
4487	1286
3715	1287
2031	1288
124	1289
711	1290
712	1291
717	1292
584	1293
4528	1294
3235	1295
4548	1296
4571	1297
4572	1298
4603	1299
4604	1300
4606	1301
4437	1302
4620	1303
1017	1304
3713	1305
1048	1306
4664	1307
440	1308
988	1309
515	1310
4694	1311
1445	1312
3968	1313
4695	1314
3032	1315
4697	1316
2806	1317
4698	1318
9	1319
740	1320
4699	1321
4701	1322
4702	1323
3967	1324
4703	1325
1005	1326
4706	1327
4707	1328
4708	1329
4709	1330
4711	1331
4712	1332
4715	1333
968	1334
700	1335
40	1336
4340	1337
163	1338
26	1339
4717	1340
1144	1341
1502	1342
792	1343
877	1344
4718	1345
967	1346
1187	1347
783	1348
3257	1349
108	1350
4722	1351
2131	1352
45	1353
2657	1354
4133	1355
4724	1356
4725	1357
4731	1358
569	1359
974	1360
4014	1361
2882	1362
2883	1363
977	1364
4733	1365
4734	1366
4127	1367
3690	1368
869	1369
4739	1370
4741	1371
4742	1372
608	1373
4743	1374
995	1375
4744	1376
1375	1377
4745	1378
4748	1379
3310	1380
1687	1381
4302	1382
3350	1383
4750	1384
4751	1385
4752	1386
505	1387
4753	1388
4755	1389
4756	1390
4762	1391
527	1392
647	1393
4763	1394
684	1395
4533	1396
4765	1397
509	1398
4766	1399
4767	1400
4768	1401
4769	1402
4770	1403
4771	1404
523	1405
4772	1406
1652	1407
1681	1408
4285	1409
4774	1410
4775	1411
4776	1412
4777	1413
4778	1414
526	1415
4781	1416
4782	1417
4784	1418
4785	1419
4786	1420
4787	1421
4301	1422
4788	1423
4789	1424
4790	1425
4295	1426
815	1427
4797	1428
4798	1429
4801	1430
4802	1431
4805	1432
1749	1433
3616	1434
4808	1435
4809	1436
2376	1437
760	1438
4816	1439
4817	1440
4819	1441
4820	1442
4827	1443
2007	1444
907	1445
991	1446
906	1447
3756	1448
2975	1449
1050	1450
3684	1451
5428	1452
5429	1453
5436	1454
5319	1455
3399	1456
5438	1457
5439	1458
5318	1459
5440	1460
5470	1461
5474	1462
5476	1463
5477	1464
4696	1465
5478	1466
5479	1467
1455	1468
5481	1469
5482	1470
5176	1471
3250	1472
587	1473
5485	1474
3770	1475
591	1476
5486	1477
718	1478
5489	1479
5490	1480
1018	1481
4549	1482
1003	1483
5492	1484
5493	1485
3318	1486
5495	1487
1042	1488
2127	1489
1468	1490
5498	1491
1051	1492
5499	1493
5504	1494
3743	1495
1280	1496
3336	1497
3808	1498
696	1499
5510	1500
5178	1501
4586	1502
4591	1503
3327	1504
5013	1505
5512	1506
5513	1507
600	1508
5165	1509
5516	1510
5518	1511
5520	1512
4253	1513
3393	1514
4594	1515
5521	1516
5523	1517
5524	1518
2066	1519
3409	1520
5210	1521
2155	1522
5208	1523
5532	1524
5533	1525
1387	1526
5542	1527
5543	1528
178	1529
771	1530
1490	1531
115	1532
179	1533
2585	1534
155	1535
120	1536
744	1537
166	1538
4537	1539
864	1540
5591	1541
5592	1542
2384	1543
1388	1544
5596	1545
5098	1546
1265	1547
5597	1548
793	1549
43	1550
5598	1551
2621	1552
850	1553
3038	1554
1263	1555
2409	1556
1230	1557
2217	1558
105	1559
7	1560
5599	1561
856	1562
5600	1563
1331	1564
5601	1565
5602	1566
852	1567
5603	1568
5604	1569
914	1570
35	1571
5608	1572
50	1573
3359	1574
632	1575
5609	1576
4076	1577
1289	1578
2142	1579
2427	1580
3885	1581
5610	1582
1258	1583
946	1584
3694	1585
5611	1586
5613	1587
5616	1588
604	1589
5618	1590
1256	1591
5619	1592
5621	1593
1049	1594
5622	1595
4575	1596
5623	1597
5624	1598
5625	1599
507	1600
508	1601
5316	1602
5642	1603
5643	1604
1919	1605
630	1606
3053	1607
2465	1608
1305	1609
2972	1610
728	1611
1283	1612
5644	1613
5645	1614
189	1615
3794	1616
5093	1617
2627	1618
832	1619
5646	1620
3788	1621
1430	1622
21	1623
4206	1624
5678	1625
5679	1626
5680	1627
2829	1628
3665	1629
848	1630
4324	1631
749	1632
2946	1633
2821	1634
2784	1635
5681	1636
2641	1637
5682	1638
3436	1639
725	1640
726	1641
2252	1642
727	1643
5684	1644
5685	1645
3027	1646
2633	1647
2841	1648
4612	1649
4026	1650
3204	1651
2130	1652
5686	1653
3846	1654
5687	1655
5690	1656
2990	1657
5692	1658
4637	1659
5693	1660
5694	1661
5695	1662
5696	1663
5698	1664
2884	1665
5700	1666
5701	1667
3007	1668
2881	1669
5703	1670
5704	1671
975	1672
5705	1673
5706	1674
978	1675
960	1676
979	1677
976	1678
2440	1679
5707	1680
5715	1681
4307	1682
2825	1683
982	1684
5716	1685
4126	1686
5717	1687
2850	1688
2953	1689
5718	1690
5419	1691
849	1692
2458	1693
5719	1694
2674	1695
5473	1696
2955	1697
2834	1698
2956	1699
618	1700
2940	1701
5721	1702
4022	1703
3903	1704
3891	1705
5739	1706
786	1707
1493	1708
5740	1709
5741	1710
2501	1711
3039	1712
1194	1713
2557	1714
5742	1715
5743	1716
5744	1717
5745	1718
844	1719
697	1720
2038	1721
5746	1722
3749	1723
5747	1724
5748	1725
1382	1726
5151	1727
5751	1728
3912	1729
5752	1730
3271	1731
5772	1732
2873	1733
2727	1734
5773	1735
5824	1736
5825	1737
5828	1738
5829	1739
5830	1740
5831	1741
5832	1742
5833	1743
5834	1744
5835	1745
3298	1746
5836	1747
2796	1748
5840	1749
5841	1750
714	1751
2383	1752
5842	1753
5844	1754
638	1755
2888	1756
1354	1757
2224	1758
5846	1759
2249	1760
3279	1761
611	1762
5849	1763
3306	1764
327	1765
2868	1766
5852	1767
2675	1768
5857	1769
5858	1770
1411	1771
142	1772
5859	1773
5860	1774
3021	1775
5862	1776
4184	1777
4129	1778
5866	1779
3683	1780
4141	1781
5469	1782
590	1783
931	1784
4231	1785
5875	1786
4593	1787
5294	1788
5878	1789
3646	1790
5879	1791
5880	1792
5882	1793
4459	1794
2671	1795
3642	1796
3791	1797
5884	1798
5885	1799
5886	1800
5889	1801
5072	1802
5077	1803
1482	1804
825	1805
5892	1806
5893	1807
153	1808
5896	1809
5066	1810
5897	1811
4227	1812
5902	1813
340	1814
5903	1815
5904	1816
5905	1817
5907	1818
5908	1819
4421	1820
5910	1821
2748	1822
3631	1823
3635	1824
3552	1825
5914	1826
5915	1827
5916	1828
5918	1829
5920	1830
5299	1831
5921	1832
5922	1833
5923	1834
5924	1835
5925	1836
5929	1837
5930	1838
3328	1839
5934	1840
3128	1841
5936	1842
5938	1843
5224	1844
5944	1845
5945	1846
5946	1847
5947	1848
5950	1849
2554	1850
1172	1851
3830	1852
5952	1853
5203	1854
5959	1855
5960	1856
5961	1857
5962	1858
5963	1859
1013	1860
5964	1861
902	1862
1336	1863
5967	1864
5968	1865
5969	1866
5970	1867
177	1868
140	1869
16	1870
3810	1871
5971	1872
5974	1873
5975	1874
5976	1875
3886	1876
5977	1877
969	1878
2246	1879
5979	1880
5980	1881
519	1882
1672	1883
5981	1884
5571	1885
5982	1886
5985	1887
5986	1888
5987	1889
5992	1890
533	1891
5993	1892
5994	1893
5564	1894
5995	1895
5998	1896
3815	1897
788	1898
5999	1899
14	1900
6002	1901
6003	1902
6004	1903
6005	1904
6007	1905
3494	1906
5334	1907
6008	1908
6009	1909
6010	1910
6011	1911
1871	1912
1849	1913
6012	1914
6013	1915
6014	1916
3530	1917
5265	1918
6024	1919
6030	1920
1864	1921
6032	1922
6033	1923
984	1924
6034	1925
5403	1926
3802	1927
2180	1928
5273	1929
6035	1930
6036	1931
6037	1932
6038	1933
6039	1934
6041	1935
6042	1936
2008	1937
1287	1938
1390	1939
571	1940
168	1941
731	1942
4362	1943
4457	1944
138	1945
688	1946
1240	1947
732	1948
6063	1949
1180	1950
5590	1951
4959	1952
4354	1953
6068	1954
594	1955
5288	1956
5157	1957
6069	1958
4968	1959
980	1960
4541	1961
754	1962
3975	1963
3981	1964
3471	1965
1458	1966
2733	1967
3636	1968
6071	1969
2523	1970
595	1971
98	1972
6073	1973
701	1974
39	1975
6074	1976
6075	1977
2248	1978
6079	1979
1457	1980
722	1981
6081	1982
1392	1983
6082	1984
6083	1985
8	1986
6084	1987
748	1988
1220	1989
2714	1990
6087	1991
3905	1992
2453	1993
6088	1994
545	1995
6089	1996
6096	1997
1619	1998
6097	1999
5631	2000
31	2001
1466	2002
1442	2003
5282	2004
3643	2005
1270	2006
4040	2007
6098	2008
2422	2009
1146	2010
148	2011
144	2012
6104	2013
2115	2014
3840	2015
4331	2016
1446	2017
6109	2018
4676	2019
4884	2020
6110	2021
6111	2022
1520	2023
3827	2024
5092	2025
6112	2026
6113	2027
2093	2028
6114	2029
4687	2030
915	2031
881	2032
920	2033
2213	2034
2442	2035
2451	2036
6203	2037
1242	2038
699	2039
2434	2040
889	2041
6206	2042
782	2043
3868	2044
5064	2045
773	2046
6209	2047
6210	2048
6212	2049
6213	2050
3539	2051
3928	2052
2669	2053
1363	2054
3049	2055
6215	2056
6216	2057
329	2058
6218	2059
6219	2060
4041	2061
2245	2062
6221	2063
4003	2064
1688	2065
6222	2066
1303	2067
6223	2068
34	2069
5874	2070
6226	2071
6229	2072
5293	2073
6230	2074
6231	2075
6232	2076
3718	2077
3752	2078
2072	2079
603	2080
6233	2081
6234	2082
6235	2083
6236	2084
5639	2085
6239	2086
512	2087
5637	2088
6241	2089
6242	2090
6243	2091
2079	2092
6244	2093
6245	2094
530	2095
6246	2096
556	2097
6142	2098
536	2099
6250	2100
6287	2101
5101	2102
941	2103
38	2104
4995	2105
4084	2106
160	2107
2105	2108
6315	2109
4097	2110
1183	2111
1715	2112
4042	2113
6542	2114
5760	2115
5582	2116
6544	2117
5287	2118
1340	2119
3242	2120
1277	2121
3861	2122
6546	2123
1045	2124
2122	2125
6547	2126
6548	2127
6551	2128
5220	2129
6552	2130
2316	2131
4101	2132
6553	2133
6554	2134
6555	2135
6557	2136
6558	2137
2816	2138
6559	2139
6561	2140
6563	2141
6565	2142
6566	2143
6567	2144
6570	2145
6571	2146
3943	2147
2603	2148
2562	2149
3918	2150
2039	2151
6578	2152
6044	2153
6581	2154
2552	2155
6583	2156
6586	2157
3760	2158
6587	2159
6588	2160
3857	2161
1191	2162
5308	2163
6590	2164
149	2165
6592	2166
1190	2167
6594	2168
5514	2169
4058	2170
6595	2171
2109	2172
2041	2173
5058	2174
6596	2175
6598	2176
5290	2177
1153	2178
6601	2179
1044	2180
6608	2181
6609	2182
3742	2183
6611	2184
6612	2185
6614	2186
6617	2187
6619	2188
6620	2189
6621	2190
6622	2191
6623	2192
6624	2193
6625	2194
6626	2195
6627	2196
6628	2197
4978	2198
6629	2199
6631	2200
6632	2201
6633	2202
6634	2203
6635	2204
1160	2205
3176	2206
6640	2207
2164	2208
6641	2209
6642	2210
497	2211
4758	2212
6643	2213
6644	2214
22	2215
5243	2216
6645	2217
6646	2218
6647	2219
521	2220
6648	2221
6650	2222
6651	2223
6652	2224
6653	2225
6252	2226
6655	2227
6656	2228
3726	2229
6658	2230
6659	2231
6660	2232
6661	2233
6663	2234
3898	2235
3740	2236
6664	2237
758	2238
517	2239
5949	2240
2087	2241
6665	2242
6669	2243
2086	2244
6671	2245
4186	2246
6673	2247
6674	2248
6675	2249
2927	2250
6676	2251
3856	2252
6677	2253
6678	2254
6679	2255
6680	2256
6681	2257
6682	2258
6683	2259
6684	2260
6685	2261
6688	2262
6689	2263
532	2264
6690	2265
5309	2266
6691	2267
6692	2268
3487	2269
6693	2270
6695	2271
6696	2272
5330	2273
665	2274
6698	2275
6704	2276
6705	2277
6706	2278
6707	2279
6708	2280
3495	2281
1141	2282
6710	2283
6711	2284
6712	2285
3753	2286
6714	2287
6715	2288
6162	2289
6716	2290
862	2291
6181	2292
1062	2293
6717	2294
6718	2295
5222	2296
4825	2297
6719	2298
2182	2299
6720	2300
6721	2301
1076	2302
1073	2303
4953	2304
1082	2305
6724	2306
6725	2307
6726	2308
2004	2309
646	2310
3862	2311
6745	2312
965	2313
5545	2314
755	2315
805	2316
2964	2317
3146	2318
6747	2319
4779	2320
924	2321
905	2322
3528	2323
6748	2324
1257	2325
5113	2326
4850	2327
6749	2328
1449	2329
6752	2330
6753	2331
3582	2332
3754	2333
5180	2334
846	2335
1278	2336
4618	2337
4977	2338
6759	2339
6760	2340
1158	2341
6761	2342
6762	2343
3746	2344
6764	2345
3597	2346
5548	2347
6769	2348
6772	2349
663	2350
6773	2351
645	2352
1407	2353
2117	2354
5640	2355
6775	2356
1170	2357
5225	2358
5218	2359
2282	2360
1150	2361
1736	2362
46	2363
6779	2364
4690	2365
3854	2366
1465	2367
6271	2368
6782	2369
1718	2370
666	2371
6787	2372
6791	2373
6792	2374
6793	2375
6794	2376
6796	2377
6797	2378
6799	2379
4899	2380
6800	2381
6801	2382
4440	2383
6805	2384
2205	2385
6155	2386
6806	2387
2636	2388
6808	2389
6809	2390
5255	2391
6810	2392
4659	2393
5551	2394
6811	2395
6812	2396
6814	2397
3488	2398
3517	2399
6815	2400
6816	2401
6817	2402
5252	2403
2178	2404
6819	2405
1729	2406
3787	2407
6820	2408
3593	2409
5250	2410
2375	2411
6821	2412
1842	2413
4305	2414
510	2415
2994	2416
1452	2417
1461	2418
6825	2419
6826	2420
6828	2421
1071	2422
6829	2423
6830	2424
3533	2425
4316	2426
6831	2427
6832	2428
6167	2429
5006	2430
1193	2431
2231	2432
6853	2433
809	2434
5335	2435
3484	2436
6854	2437
1638	2438
6116	2439
6855	2440
2134	2441
652	2442
3837	2443
6856	2444
2118	2445
5102	2446
6272	2447
5051	2448
742	2449
1192	2450
2206	2451
44	2452
1176	2453
6857	2454
6858	2455
2214	2456
6860	2457
6861	2458
3730	2459
6862	2460
1487	2461
6863	2462
6864	2463
6866	2464
4347	2465
4905	2466
159	2467
1294	2468
1574	2469
6867	2470
6868	2471
6869	2472
6871	2473
6872	2474
318	2475
6874	2476
6875	2477
6798	2478
6876	2479
5216	2480
2210	2481
6877	2482
5261	2483
3535	2484
6878	2485
4308	2486
6883	2487
6131	2488
3812	2489
1313	2490
128	2491
2898	2492
1285	2493
5420	2494
6893	2495
2902	2496
6894	2497
6895	2498
2244	2499
2696	2500
1312	2501
753	2502
958	2503
6896	2504
6898	2505
3482	2506
4969	2507
112	2508
4598	2509
6900	2510
3347	2511
6902	2512
7033	2513
2626	2514
2549	2515
2225	2516
801	2517
870	2518
772	2519
7034	2520
2567	2521
1237	2522
147	2523
4006	2524
2672	2525
7036	2526
2692	2527
7038	2528
3144	2529
2731	2530
3082	2531
7040	2532
767	2533
37	2534
7041	2535
3182	2536
7043	2537
835	2538
4135	2539
3962	2540
7044	2541
2609	2542
7058	2543
7060	2544
2724	2545
7061	2546
7062	2547
7063	2548
7064	2549
2628	2550
7065	2551
7066	2552
2782	2553
3171	2554
3227	2555
7068	2556
7069	2557
7070	2558
1349	2559
7073	2560
7074	2561
7075	2562
721	2563
5816	2564
7078	2565
7079	2566
763	2567
7081	2568
7082	2569
7083	2570
4067	2571
7084	2572
7085	2573
4844	2574
7089	2575
2431	2576
3030	2577
2456	2578
888	2579
7092	2580
7093	2581
7094	2582
7095	2583
7096	2584
7101	2585
2236	2586
1306	2587
668	2588
6	2589
1481	2590
1165	2591
2222	2592
2204	2593
644	2594
5320	2595
2101	2596
7108	2597
621	2598
187	2599
985	2600
5818	2601
7171	2602
5594	2603
901	2604
910	2605
895	2606
1572	2607
3109	2608
7173	2609
3973	2610
7174	2611
4943	2612
5638	2613
7179	2614
